job_id,model,skill_count,hard_skill_count,soft_skill_count,knowledge_count,avg_confidence,bloom_remember,bloom_understand,bloom_apply,bloom_analyze,bloom_evaluate,bloom_create,bloom_na,coverage_pct,confidence_vh,confidence_h,confidence_mh,confidence_m,confidence_ml,confidence_l,confidence_vl
in-1ff77799c8c16660,JobBERT,2,2,0,0,0.8429473256522788,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
in-1ff77799c8c16660,LLM,2,0,2,1,0.8668848892914208,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
in-1ff77799c8c16660,Hybrid,2,0,2,1,0.788809987640438,0,0,0,0,0,0,2,0.021632591674202367,0,1,1,0,0,0,0
in-8b20bbf16019e5c1,LLM,2,0,2,7,0.6088896000000001,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
in-8b20bbf16019e5c1,Hybrid,2,0,2,7,0.6088896000000001,0,0,0,0,0,0,2,0.1253800109813088,0,0,0,2,0,0,0
in-08bda50c77b08f46,LLM,5,3,2,2,0.6160216201920001,0,0,3,0,0,0,2,0,0,0,0,3,2,0,0
in-08bda50c77b08f46,Hybrid,5,3,2,2,0.6160216201920001,0,0,3,0,0,0,2,0.0,0,0,0,3,2,0,0
in-e60f7f8e30553e08,LLM,1,1,0,2,0.7118048102400001,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
in-e60f7f8e30553e08,Hybrid,1,1,0,2,0.7118048102400001,0,0,0,0,0,1,0,0.041491323743337284,0,0,1,0,0,0,0
in-ea2cd0b0c6f52f4f,LLM,2,2,0,2,0.6712207303680002,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
in-ea2cd0b0c6f52f4f,Hybrid,2,2,0,2,0.6712207303680002,0,0,2,0,0,0,0,0.017583626822421428,0,0,0,2,0,0,0
in-26af18a0c573f667,JobBERT,4,3,1,0,0.7782593958122733,0,0,2,1,0,0,1,0,1,1,0,2,0,0,0
in-26af18a0c573f667,LLM,2,0,2,0,0.7802537134772647,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0
in-26af18a0c573f667,Hybrid,5,3,2,0,0.6672446701302187,0,0,2,1,0,0,2,0.00937272811151447,1,0,0,2,2,0,0
in-aff3b59d34df3979,LLM,3,3,0,0,0.6993811123200002,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0
in-aff3b59d34df3979,Hybrid,3,3,0,0,0.6993811123200002,0,0,2,0,0,1,0,0.09746395059978269,0,0,2,1,0,0,0
in-083ac975933f3cb9,JobBERT,2,2,0,0,0.5697355758098915,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
in-083ac975933f3cb9,LLM,3,0,3,1,0.6395472000000001,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0
in-083ac975933f3cb9,Hybrid,4,1,3,1,0.5742243143280198,0,0,1,0,0,0,3,0.08038837013831496,0,0,0,2,1,1,0
in-9f46d4765e1e5db4,LLM,1,0,1,1,0.6392160000000002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
in-9f46d4765e1e5db4,Hybrid,1,0,1,1,0.6392160000000002,0,0,0,0,0,0,1,0.019599403833088124,0,0,0,1,0,0,0
in-879b2fe47e1fbc66,JobBERT,3,3,0,0,0.8210076003057064,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
in-879b2fe47e1fbc66,LLM,4,1,3,5,0.73822502644,0,0,0,0,1,0,3,0,1,0,0,3,0,0,0
in-879b2fe47e1fbc66,Hybrid,6,3,3,5,0.6985177067889493,0,0,1,1,1,0,3,0.16214807823736502,1,0,0,4,1,0,0
