job_id,date_posted,total_components,covered_components,coverage_percentage,skill_coverage_pct,knowledge_coverage_pct,avg_skill_confidence,avg_knowledge_confidence,missing_components_count,job_date,job_year,job_month
in-7a53a83e6a14155a,,19,2,0.0418022877291629,0.0,0.0418022877291629,0.0,0.75,17,2025-11-12,2025,2025-11
in-1a0918cbb9fef216,,19,1,0.024472731247841,0.024472731247841,0.0,0.7134970539084937,0.0,18,2025-11-07,2025,2025-11
in-9bf4d6d9ee1e4a14,,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-11-26,2025,2025-11
in-d40868138acb23e2,,19,5,0.1366487509787536,0.0613426060405162,0.1366487509787536,0.5736927168000001,0.8016036103489025,14,2025-12-01,2025,2025-12
in-3934f8406260f51c,,19,2,0.0344297040438116,0.0113658235249485,0.023063880518863,0.6765434323200001,0.75,17,2025-10-22,2025,2025-10
in-4c9c64939618991b,,19,0,0.0,0.0,0.0,0.0,0.75,19,2025-12-01,2025,2025-12
in-2bd1002c386f19b0,,19,9,0.2404016556080946,0.0309105366457749,0.2094911189623197,0.7838669102810233,0.8350017525933382,10,2025-11-21,2025,2025-11
in-3471b67ab5255a4c,,19,0,0.0,0.0,0.0,0.6409824000000002,0.0,19,2025-11-11,2025,2025-11
in-d593b479842ea37a,,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-11-26,2025,2025-11
in-b0c6518776bf5dcc,,19,4,0.0382685575845227,0.0382685575845227,0.0,0.5490808104890539,0.8184321646022235,15,2025-11-26,2025,2025-11
in-94b9db3270aa6f90,,19,0,0.0,0.0,0.0,0.5511909753187767,0.0,19,2025-10-28,2025,2025-10
in-dde2bf4470adcb09,,19,11,0.295883899877701,0.0724775218525352,0.295883899877701,0.6276261645574466,0.7114686969761201,8,2025-11-07,2025,2025-11
in-f8ef02c049252677,,19,0,0.0,0.0,0.0,0.8009355264557941,0.0,19,2025-11-30,2025,2025-11
in-c158f088cb67a9fc,,19,1,0.0158183000111548,0.0,0.0158183000111548,0.5439840014418984,0.6720576989650727,18,2025-11-26,2025,2025-11
in-96b6586c12deb558,,19,4,0.1225701265266165,0.1049115549503162,0.1095654860141969,0.6906114432000001,0.8388388016228436,15,2025-11-18,2025,2025-11
in-4c01dba0d6b32164,,19,4,0.0848443814476727,0.0330288853628297,0.051815496084843,0.986666660308838,0.5003887414932251,15,2025-11-26,2025,2025-11
in-07c5c0a4c20afa06,,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-11-06,2025,2025-11
in-098bb9430c69c828,,19,8,0.184520606243814,0.1035876208798044,0.182943322156605,0.5912317716000003,0.75,11,2025-11-25,2025,2025-11
in-3fd081b5b188030b,,19,0,0.0,0.0,0.0,0.0,0.75,19,2025-11-25,2025,2025-11
in-2921e84f7857a62c,,19,0,0.0,0.0,0.0,0.6431904,0.0,19,2025-12-01,2025,2025-12
in-83485187cfb1d53d,,19,4,0.0888947668828462,0.0,0.0888947668828462,0.6431904000000002,0.75,15,2025-11-08,2025,2025-11
in-9795045ea669cdd5,,19,0,0.0,0.0,0.0,0.7147660130824094,0.0,19,2025-11-19,2025,2025-11
in-b02fe1e554295105,,19,0,0.0,0.0,0.0,0.6337512000000001,0.0,19,2025-12-01,2025,2025-12
in-634c89c1406cc9cd,,19,1,0.0107710334181437,0.0107710334181437,0.0,0.5774018256000002,0.0,18,2025-11-19,2025,2025-11
in-260298c4c3f23888,,19,0,0.0,0.0,0.0,0.5597203360108925,0.0,19,2025-11-26,2025,2025-11
in-e4a3d2685ae18080,,19,15,0.2851946634498354,0.23087251362303,0.1525713424933584,0.6484143640956378,0.7742174788316091,4,2025-10-14,2025,2025-10
in-7f81fed3d04cee6a,,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-11-11,2025,2025-11
in-52d40753129c9d99,,19,4,0.0717055614817237,0.0093232156260402,0.0689299821853637,0.3902171055646034,0.75,15,2025-12-01,2025,2025-12
in-b1d2580f54deeee9,,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-09-22,2025,2025-09
in-4e709aad2fa29a2d,,19,0,0.0,0.0,0.0,0.6599873846400001,0.0,19,2025-11-11,2025,2025-11
in-de68a04f067e6b0e,,19,8,0.2019817749915025,0.0313015990002107,0.1706801759912918,0.7282743222993758,0.7401412073263418,11,2025-11-28,2025,2025-11
in-aea12fe2c796c3d8,,19,1,0.0136599917958133,0.0136599917958133,0.0,0.8300496553613581,0.0,18,2025-10-24,2025,2025-10
in-d17a04c4faf85490,,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-10-31,2025,2025-10
in-18fd48502cd7b53b,,19,2,0.0281951454822835,0.0106585599003534,0.01753658558193,0.8063232324653282,0.7332913480202358,17,2025-11-18,2025,2025-11
in-45e6e7d46fb726c7,,19,3,0.0329975802808349,0.0329975802808349,0.0,0.5715395690400001,0.0,16,2025-11-26,2025,2025-11
in-6806e5c21d27a818,,19,2,0.0516291344351316,0.0516291344351316,0.0,0.7700946076429664,0.0,17,2025-11-21,2025,2025-11
in-3cfc7c3c7c06f297,,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-11-25,2025,2025-11
in-9037c7011363646f,,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-11-07,2025,2025-11
in-b07a6ce76589094a,,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-11-26,2025,2025-11
in-f8b44078c56ff777,,19,6,0.1634550282217665,0.0532382334273632,0.1634550282217665,0.6636873052453478,0.834780227246261,13,2025-10-03,2025,2025-10
in-e35a309eb86bcf22,,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-10-23,2025,2025-10
in-41d970c9e28eec05,,19,0,0.0,0.0,0.0,0.6299424,0.0,19,2025-11-18,2025,2025-11
in-d9062b2c1f891460,,19,2,0.0707806169558533,0.0269994616008371,0.0707806169558533,0.7008146527051737,0.7316362930393628,17,2025-12-01,2025,2025-12
in-6afc0efc07f94dab,,19,0,0.0,0.0,0.0,0.6405408000000001,0.0,19,2025-10-24,2025,2025-10
in-dd7647dbafeab781,,19,0,0.0,0.0,0.0,0.6307704000000001,0.0,19,2025-12-01,2025,2025-12
in-332d3bdd0ecc713c,,19,0,0.0,0.0,0.0,0.0,0.4711349566777547,19,2025-11-27,2025,2025-11
in-daf248081c3b2926,,19,0,0.0,0.0,0.0,0.0,0.0,19,2025-11-18,2025,2025-11
in-bfb2ee9cc49d7a5c,,19,13,0.3682416003555429,0.1308073352269651,0.3682416003555429,0.5576032426871976,0.6826020849128019,6,2025-10-03,2025,2025-10
in-75b843cd3b46852b,,19,3,0.0777960690967425,0.0223503602426751,0.0777960690967425,0.6800452099200003,0.8488871703684191,16,2025-12-01,2025,2025-12
in-d3068a23c7c51152,,19,0,0.0,0.0,0.0,0.6581350051200001,0.7715274550700861,19,2025-10-30,2025,2025-10
in-0b38c1e9a060340d,,19,0,0.0,0.0,0.0,0.0,0.75,19,2025-11-10,2025,2025-11
in-03269d32b6e256d6,,19,0,0.0,0.0,0.0,0.6272928000000001,0.0,19,2025-11-14,2025,2025-11
in-acb2a7db662d2b2b,,19,1,0.0282985874287602,0.0282985874287602,0.0,0.7535365124287133,0.0,18,2025-10-23,2025,2025-10
in-804476b3ff0d7f29,,19,5,0.094985124276684,0.094985124276684,0.0,0.7469513975988613,0.0,14,2025-11-03,2025,2025-11
in-919f1d8c951665cf,,19,5,0.0665610233297763,0.0665610233297763,0.0,0.6539708275200001,0.0,14,2025-11-18,2025,2025-11
